title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data & Reporting Analyst,Holistic Industries,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance'}, {'Industries': 'Alternative Medicine'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-reporting-analyst-at-holistic-industries-3627949251?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=cBdopgKyAIvV3%2F%2FeCWZdbw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data BI Analyst (Entry Level),Patterned Learning AI,Nan,remote,NaN,"Houston, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-11,https://www.linkedin.com/jobs/view/data-bi-analyst-entry-level-at-patterned-learning-ai-3633689453?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=dELswCxVHt5zcuoaJ5yGDw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Zortech Solutions,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-03-31,https://www.linkedin.com/jobs/view/data-analyst-at-zortech-solutions-3550757629?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=jj%2BHeeahA3BkR2Vqlowbeg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Revive,Nan,remote,NaN,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Advertising'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-10,https://www.linkedin.com/jobs/view/data-analyst-at-revive-3598039347?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=D1NlhXGFUut3eGuaSsIOug%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ALIS Software LLC,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-29,https://www.linkedin.com/jobs/view/data-analyst-at-alis-software-llc-3541931726?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=%2FyEclt7PxgBVh2Y755Gq8g%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BOXIECAT LLC,Nan,remote,NaN,"Santa Monica, CA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-03,https://www.linkedin.com/jobs/view/data-analyst-at-boxiecat-llc-3590318094?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=PuyrG%2BZWh9BybeSiiKa0GA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,AddSource,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources'}]",2023-02-27,https://www.linkedin.com/jobs/view/data-analyst-at-addsource-3500219752?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=P2gwdmptV2JU9nl466ZGqg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"RecruitTalent, LLC.",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-01-04,https://www.linkedin.com/jobs/view/data-analyst-at-recruittalent-llc-3422492393?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=7dO%2BF72MvPqHXZB3A9h7jQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Pulivarthi Group (PG),Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-25,https://www.linkedin.com/jobs/view/data-analyst-at-pulivarthi-group-pg-3581733012?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=7K73SJWBIhq2MsGfz6gH3Q%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),"Westport Properties, Inc.",Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning and Information Technology'}, {'Industries': 'Real Estate'}]",2023-05-09,https://www.linkedin.com/jobs/view/data-analyst-remote-at-westport-properties-inc-3600719014?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=zlfZ8TsNFXtHMhwG5bxBqw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Dados - Júnior/Pleno,Mollica IT,Nan,remote,NaN,"Home, KS","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Computer and Network Security'}]",2023-06-05,https://www.linkedin.com/jobs/view/analista-de-dados-j%C3%BAnior-pleno-at-mollica-it-3623802322?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=WeEgzketI16tfCpjzlQ4RQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Kaeppel Consulting, LLC",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-at-kaeppel-consulting-llc-3628230471?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=AHdKLDRsMdnPQESy1vHK0A%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Junior and Senior),Centeva,Nan,remote,NaN,"Maryland, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-04-18,https://www.linkedin.com/jobs/view/data-analyst-junior-and-senior-at-centeva-3606768535?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=kZouMnXCQTIIpZvqFojRHg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis & Visualization,MashPoint - Technology & Staffing,Nan,remote,NaN,"Newark, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-03-09,https://www.linkedin.com/jobs/view/data-analysis-visualization-at-mashpoint-technology-staffing-3516600420?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=G2V9mkPLF7phNQCMEriwkQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Resource Innovations,Nan,remote,NaN,"Boston, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Environmental Services'}]",2023-05-02,https://www.linkedin.com/jobs/view/data-analyst-at-resource-innovations-3594051421?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=Kq7nevuPPXjte85A8Bv52g%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,AKKO,Nan,remote,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-at-akko-3617000724?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=NjPVLWhePAC2jMtdJU2BKg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Craftsman Technology Group,Nan,remote,NaN,"Boston, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-craftsman-technology-group-3632643507?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=GTDpGsnZURutxrrXrNBFCA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Compliance Data Analyst,Sezzle,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Financial Services'}]",2023-05-30,https://www.linkedin.com/jobs/view/compliance-data-analyst-at-sezzle-3622700518?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=U2slcJn2MnFBzlM0v2l7Tg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Kaeppel Consulting, LLC",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-at-kaeppel-consulting-llc-3628230471?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=mzuS1ozW4kkcAfd%2B5IznZQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst || 100% Remote,Steneral Consulting,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-100%25-remote-at-steneral-consulting-3613259061?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=QwSZhpWEwMg5xppUnQCQWA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,TechSoup,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Non-profit Organizations'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-at-techsoup-3609170764?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=fFMWkOyxW%2BjpRGi2ED9zGA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Good Apple,Nan,remote,"$72,000.00
            -
            $72,000.00",New York City Metropolitan Area,"[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning, Advertising, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-04-27,https://www.linkedin.com/jobs/view/data-analyst-at-good-apple-3586692514?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=3sMBQ92W8azSSt7%2BY8y89w%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst, Sales & Marketing - 100% Remote - USA",Varis,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-22,https://www.linkedin.com/jobs/view/data-analyst-sales-marketing-100%25-remote-usa-at-varis-3612519852?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=ENyy4VaKBbz8x9olY4W%2F8A%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,Nubes Opus,Nan,remote,NaN,"Indianapolis, IN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-06,https://www.linkedin.com/jobs/view/business-data-analyst-at-nubes-opus-3556152026?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=SoPOAfZISkIYBMdHL83N%2Fw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,eStaffing Inc.,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-01-18,https://www.linkedin.com/jobs/view/business-data-analyst-at-estaffing-inc-3441092161?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=81jG27GXuaqZUG9c%2BE3mRw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst,Patterned Learning AI,Nan,remote,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-11,https://www.linkedin.com/jobs/view/junior-data-analyst-at-patterned-learning-ai-3633697127?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=aD7qWC%2FEHp%2FltEqovWhllA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data & Reporting Analyst,Holistic Industries,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance'}, {'Industries': 'Alternative Medicine'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-reporting-analyst-at-holistic-industries-3627949251?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=5FNJB4fOJ9EmPkAfnDRtpQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Zortech Solutions,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-03-31,https://www.linkedin.com/jobs/view/data-analyst-at-zortech-solutions-3550757629?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=FsIYTz%2FgdzT6D4d2ZoF8uA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Revive,Nan,remote,NaN,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Advertising'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-10,https://www.linkedin.com/jobs/view/data-analyst-at-revive-3598039347?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=3BQIrazU4Y9JpIYhXGmFcQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ALIS Software LLC,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-29,https://www.linkedin.com/jobs/view/data-analyst-at-alis-software-llc-3541931726?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=KJY%2BE6GrhN8p73fsmIIG8A%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BOXIECAT LLC,Nan,remote,NaN,"Santa Monica, CA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-03,https://www.linkedin.com/jobs/view/data-analyst-at-boxiecat-llc-3590318094?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=%2BREUbXflPj8npQDWWKkr9A%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,AddSource,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources'}]",2023-02-27,https://www.linkedin.com/jobs/view/data-analyst-at-addsource-3500219752?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=%2FH2Fbri4CqOWdDbEmsSWcg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data BI Analyst (Entry Level),Patterned Learning AI,Nan,remote,NaN,"Houston, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-11,https://www.linkedin.com/jobs/view/data-bi-analyst-entry-level-at-patterned-learning-ai-3633689453?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=bhq%2BoNg%2Be2BfEhBk8Kl%2BXw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"RecruitTalent, LLC.",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-01-04,https://www.linkedin.com/jobs/view/data-analyst-at-recruittalent-llc-3422492393?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=WrmJpvB6mXrnPWjX3XWstQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Pulivarthi Group (PG),Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-25,https://www.linkedin.com/jobs/view/data-analyst-at-pulivarthi-group-pg-3581733012?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=WWakzewqI5qSPxnIMYHbOg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),"Westport Properties, Inc.",Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning and Information Technology'}, {'Industries': 'Real Estate'}]",2023-05-09,https://www.linkedin.com/jobs/view/data-analyst-remote-at-westport-properties-inc-3600719014?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=ejLgoug8znXkmwnzeN2ieQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Dados - Júnior/Pleno,Mollica IT,Nan,remote,NaN,"Home, KS","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Computer and Network Security'}]",2023-06-05,https://www.linkedin.com/jobs/view/analista-de-dados-j%C3%BAnior-pleno-at-mollica-it-3623802322?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=g2%2BYCgu2t64z2pDzQU%2Bxxw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Junior and Senior),Centeva,Nan,remote,NaN,"Maryland, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-04-18,https://www.linkedin.com/jobs/view/data-analyst-junior-and-senior-at-centeva-3606768535?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=UUxJ8bLu7DO5h8NcoLlSpQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis & Visualization,MashPoint - Technology & Staffing,Nan,remote,NaN,"Newark, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-03-09,https://www.linkedin.com/jobs/view/data-analysis-visualization-at-mashpoint-technology-staffing-3516600420?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=J0qbMRYcEuDP%2FYx4um92NA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Resource Innovations,Nan,remote,NaN,"Boston, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Environmental Services'}]",2023-05-02,https://www.linkedin.com/jobs/view/data-analyst-at-resource-innovations-3594051421?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=vVvIHj5cTfqwnW6L2s2zNQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Remote,Diverse Lynx,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-13,https://www.linkedin.com/jobs/view/data-analyst-remote-at-diverse-lynx-3629620443?refId=Fts9OqSM%2FYK5Onpbw4T9Iw%3D%3D&trackingId=rr6UpSXKpGDKDlzz0mzwBA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Holovis,Nan,hybrid,NaN,"Orlando, FL","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Entertainment Providers'}]",2023-05-17,https://www.linkedin.com/jobs/view/data-analyst-at-holovis-3610125677?refId=lE8v26orJ9Z8ZM2UkIbxIg%3D%3D&trackingId=3Z2GBH19f80kzrDErQDqkg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
